id_tiempo,fecha,día,mes,trimestre,año
1534,2009-01-01 11:01:20,1,1,1,2009
1579,2009-01-01 11:02:09,1,1,1,2009
1588,2009-01-01 11:04:37,1,1,1,2009
1615,2009-01-01 11:04:53,1,1,1,2009
1630,2009-01-01 11:07:11,1,1,1,2009
1648,2009-01-01 11:08:46,1,1,1,2009
1672,2009-01-01 11:08:52,1,1,1,2009
1678,2009-01-01 11:12:25,1,1,1,2009
1699,2009-01-01 11:13:09,1,1,1,2009
1711,2009-01-01 11:19:14,1,1,1,2009
1714,2009-01-01 11:20:34,1,1,1,2009
1777,2009-01-01 11:23:36,1,1,1,2009
1816,2009-01-01 11:24:33,1,1,1,2009
1825,2009-01-01 11:24:41,1,1,1,2009
1843,2009-01-01 11:26:32,1,1,1,2009
1852,2009-01-01 11:27:44,1,1,1,2009
1867,2009-01-01 11:31:42,1,1,1,2009
1894,2009-01-01 11:35:31,1,1,1,2009
1909,2009-01-01 11:37:12,1,1,1,2009
1930,2009-01-01 11:39:54,1,1,1,2009
1966,2009-01-01 11:40:08,1,1,1,2009
1975,2009-01-01 11:42:23,1,1,1,2009
1981,2009-01-01 11:47:09,1,1,1,2009
1999,2009-01-01 11:47:21,1,1,1,2009
2026,2009-01-01 11:49:48,1,1,1,2009
2044,2009-01-01 11:52:11,1,1,1,2009
2077,2009-01-01 11:52:21,1,1,1,2009
2086,2009-01-01 11:54:31,1,1,1,2009
2098,2009-01-01 11:56:54,1,1,1,2009
2110,2009-01-01 13:06:33,1,1,1,2009
2122,2009-01-01 13:18:30,1,1,1,2009
2161,2009-01-01 13:18:40,1,1,1,2009
2188,2009-01-01 13:21:39,1,1,1,2009
2209,2009-01-01 13:24:52,1,1,1,2009
2257,2009-01-01 13:27:07,1,1,1,2009
2266,2009-01-01 13:29:33,1,1,1,2009
2272,2009-01-01 13:30:24,1,1,1,2009
2296,2009-01-01 13:33:31,1,1,1,2009
2302,2009-01-01 13:37:47,1,1,1,2009
2314,2009-01-01 13:45:36,1,1,1,2009
2353,2009-01-01 14:06:14,1,1,1,2009
2368,2009-01-01 14:09:25,1,1,1,2009
2389,2009-01-01 14:09:50,1,1,1,2009
2395,2009-01-01 14:10:08,1,1,1,2009
2407,2009-01-01 14:12:23,1,1,1,2009
2419,2009-01-01 14:12:45,1,1,1,2009
2431,2009-01-01 14:20:06,1,1,1,2009
2494,2009-01-01 14:37:33,1,1,1,2009
2521,2009-01-01 14:38:34,1,1,1,2009
2530,2009-01-01 14:39:23,1,1,1,2009
2545,2009-01-01 14:44:45,1,1,1,2009
2569,2009-01-01 14:45:37,1,1,1,2009
2575,2009-01-01 14:46:06,1,1,1,2009
2590,2009-01-01 14:47:18,1,1,1,2009
2632,2009-01-01 14:56:17,1,1,1,2009
2671,2009-01-01 14:56:59,1,1,1,2009
2677,2009-01-01 15:06:56,1,1,1,2009
2689,2009-01-01 15:07:29,1,1,1,2009
2695,2009-01-01 15:14:53,1,1,1,2009
2704,2009-01-01 15:14:56,1,1,1,2009
2713,2009-01-01 15:18:03,1,1,1,2009
2719,2009-01-01 15:22:44,1,1,1,2009
2728,2009-01-01 15:23:56,1,1,1,2009
2737,2009-01-01 15:27:51,1,1,1,2009
2749,2009-01-01 15:28:09,1,1,1,2009
2758,2009-01-01 15:41:54,1,1,1,2009
2776,2009-01-01 15:43:48,1,1,1,2009
2788,2009-01-01 15:47:11,1,1,1,2009
2800,2009-01-01 15:47:46,1,1,1,2009
2812,2009-01-01 15:48:19,1,1,1,2009
2830,2009-01-01 15:50:31,1,1,1,2009
2845,2009-01-01 15:52:42,1,1,1,2009
2860,2009-01-01 15:53:08,1,1,1,2009
2884,2009-01-01 15:53:09,1,1,1,2009
2914,2009-01-01 15:55:28,1,1,1,2009
2935,2009-01-01 15:56:09,1,1,1,2009
2944,2009-01-01 15:57:01,1,1,1,2009
2992,2009-01-01 16:01:28,1,1,1,2009
3001,2009-01-01 16:02:41,1,1,1,2009
3013,2009-01-01 16:05:33,1,1,1,2009
3040,2009-01-01 16:07:47,1,1,1,2009
3052,2009-01-01 16:09:20,1,1,1,2009
3067,2009-01-01 16:10:25,1,1,1,2009
3073,2009-01-01 16:10:33,1,1,1,2009
3094,2009-01-01 16:10:37,1,1,1,2009
3154,2009-01-01 16:10:52,1,1,1,2009
3202,2009-01-01 16:16:48,1,1,1,2009
3235,2009-01-01 16:17:12,1,1,1,2009
3265,2009-01-01 16:19:07,1,1,1,2009
3277,2009-01-01 16:23:52,1,1,1,2009
3286,2009-01-01 16:25:36,1,1,1,2009
3307,2009-01-01 16:28:34,1,1,1,2009
3325,2009-01-01 16:34:18,1,1,1,2009
3349,2009-01-01 16:34:28,1,1,1,2009
3358,2009-01-01 16:35:45,1,1,1,2009
3403,2009-01-01 16:36:07,1,1,1,2009
3412,2009-01-01 16:38:02,1,1,1,2009
3448,2009-01-01 16:43:41,1,1,1,2009
3496,2009-01-01 16:44:02,1,1,1,2009
3526,2009-01-01 16:46:05,1,1,1,2009
3544,2009-01-01 16:48:09,1,1,1,2009
3550,2009-01-01 16:52:16,1,1,1,2009
3559,2009-01-01 16:54:02,1,1,1,2009
3598,2009-01-01 16:54:30,1,1,1,2009
3610,2009-01-01 16:56:11,1,1,1,2009
3622,2009-01-01 17:13:31,1,1,1,2009
3631,2009-01-01 17:14:30,1,1,1,2009
3640,2009-01-01 17:21:17,1,1,1,2009
3655,2009-01-01 17:21:30,1,1,1,2009
3670,2009-01-01 17:23:55,1,1,1,2009
3700,2009-01-01 17:36:27,1,1,1,2009
3745,2009-01-01 17:36:57,1,1,1,2009
3787,2009-01-01 17:38:17,1,1,1,2009
3793,2009-01-01 17:40:28,1,1,1,2009
3808,2009-01-01 17:45:07,1,1,1,2009
3832,2009-01-01 17:45:32,1,1,1,2009
3853,2009-01-01 17:47:10,1,1,1,2009
3859,2009-01-01 17:47:13,1,1,1,2009
3874,2009-01-01 17:48:35,1,1,1,2009
3925,2009-01-01 17:49:49,1,1,1,2009
3937,2009-01-01 17:50:31,1,1,1,2009
3943,2009-01-01 17:53:22,1,1,1,2009
3949,2009-01-01 17:57:36,1,1,1,2009
3961,2009-01-01 17:58:29,1,1,1,2009
3988,2009-01-01 18:02:24,1,1,1,2009
4003,2009-01-01 18:07:56,1,1,1,2009
4012,2009-01-01 18:08:22,1,1,1,2009
4024,2009-01-01 18:08:48,1,1,1,2009
4066,2009-01-01 18:09:32,1,1,1,2009
4081,2009-01-01 18:12:22,1,1,1,2009
4099,2009-01-01 18:13:14,1,1,1,2009
4117,2009-01-01 18:13:35,1,1,1,2009
4129,2009-01-01 18:14:49,1,1,1,2009
4153,2009-01-01 18:15:53,1,1,1,2009
4183,2009-01-01 18:15:56,1,1,1,2009
4195,2009-01-01 18:18:19,1,1,1,2009
4207,2009-01-01 18:20:04,1,1,1,2009
4261,2009-01-01 18:22:19,1,1,1,2009
4267,2009-01-01 18:22:21,1,1,1,2009
4288,2009-01-01 18:22:33,1,1,1,2009
4300,2009-01-01 18:26:24,1,1,1,2009
4333,2009-01-01 18:28:55,1,1,1,2009
4342,2009-01-01 18:38:48,1,1,1,2009
4348,2009-01-01 18:44:01,1,1,1,2009
4360,2009-01-01 18:47:41,1,1,1,2009
4393,2009-01-01 18:47:47,1,1,1,2009
4405,2009-01-01 18:52:24,1,1,1,2009
4420,2009-01-01 18:55:27,1,1,1,2009
4432,2009-01-01 18:55:53,1,1,1,2009
4447,2009-01-01 18:58:04,1,1,1,2009
4474,2009-01-01 18:58:06,1,1,1,2009
4489,2009-01-01 19:01:23,1,1,1,2009
4519,2009-01-01 19:01:59,1,1,1,2009
4561,2009-01-01 19:06:46,1,1,1,2009
4573,2009-01-01 19:09:03,1,1,1,2009
4579,2009-01-01 19:15:32,1,1,1,2009
4618,2009-01-01 19:21:17,1,1,1,2009
4633,2009-01-01 19:21:48,1,1,1,2009
4651,2009-01-01 19:32:16,1,1,1,2009
4669,2009-01-01 19:35:17,1,1,1,2009
4690,2009-01-01 19:39:27,1,1,1,2009
4732,2009-01-01 19:39:58,1,1,1,2009
4795,2009-01-01 19:41:49,1,1,1,2009
4810,2009-01-01 19:44:26,1,1,1,2009
4816,2009-01-01 19:44:44,1,1,1,2009
4822,2009-01-01 19:51:26,1,1,1,2009
4840,2009-01-01 19:51:30,1,1,1,2009
4846,2009-01-01 19:52:48,1,1,1,2009
4864,2009-01-01 19:52:50,1,1,1,2009
4882,2009-01-01 19:55:33,1,1,1,2009
4954,2009-01-01 19:55:39,1,1,1,2009
4960,2009-01-01 19:59:17,1,1,1,2009
4984,2009-01-01 20:03:12,1,1,1,2009
5011,2009-01-01 20:12:59,1,1,1,2009
5041,2009-01-01 20:18:05,1,1,1,2009
5047,2009-01-01 20:18:16,1,1,1,2009
5062,2009-01-01 20:18:31,1,1,1,2009
5071,2009-01-01 20:19:13,1,1,1,2009
5086,2009-01-01 20:24:46,1,1,1,2009
5110,2009-01-01 20:25:54,1,1,1,2009
5122,2009-01-01 20:26:33,1,1,1,2009
5143,2009-01-01 20:29:38,1,1,1,2009
5152,2009-01-01 20:30:17,1,1,1,2009
5161,2009-01-01 20:35:10,1,1,1,2009
5176,2009-01-01 20:42:09,1,1,1,2009
5188,2009-01-01 20:43:28,1,1,1,2009
5209,2009-01-01 20:46:03,1,1,1,2009
5224,2009-01-01 20:49:44,1,1,1,2009
5281,2009-01-01 20:49:45,1,1,1,2009
5311,2009-01-01 20:50:48,1,1,1,2009
5341,2009-01-01 20:53:06,1,1,1,2009
5365,2009-01-01 20:55:03,1,1,1,2009
5380,2009-01-01 20:57:46,1,1,1,2009
5389,2009-01-02 00:02:56,2,1,1,2009
5404,2009-01-02 00:04:40,2,1,1,2009
5440,2009-01-02 00:04:52,2,1,1,2009
5455,2009-01-02 00:06:01,2,1,1,2009
5467,2009-01-02 00:06:37,2,1,1,2009
5473,2009-01-02 00:08:57,2,1,1,2009
5497,2009-01-02 00:14:04,2,1,1,2009
5530,2009-01-02 00:23:46,2,1,1,2009
5539,2009-01-02 00:24:15,2,1,1,2009
5587,2009-01-02 00:28:52,2,1,1,2009
5611,2009-01-02 00:30:10,2,1,1,2009
5668,2009-01-02 00:34:33,2,1,1,2009
5719,2009-01-02 00:49:04,2,1,1,2009
5755,2009-01-02 00:55:18,2,1,1,2009
5785,2009-01-02 00:58:50,2,1,1,2009
5818,2009-01-02 08:23:25,2,1,1,2009
5842,2009-01-02 08:26:53,2,1,1,2009
5851,2009-01-02 08:28:24,2,1,1,2009
5860,2009-01-02 08:28:56,2,1,1,2009
5884,2009-01-02 08:37:19,2,1,1,2009
5893,2009-01-02 08:53:26,2,1,1,2009
5911,2009-01-02 08:53:31,2,1,1,2009
5938,2009-01-02 08:59:18,2,1,1,2009
5953,2009-01-02 09:08:42,2,1,1,2009
5968,2009-01-02 09:13:31,2,1,1,2009
5974,2009-01-02 09:15:19,2,1,1,2009
5983,2009-01-02 09:16:47,2,1,1,2009
6007,2009-01-02 09:18:33,2,1,1,2009
6016,2009-01-02 09:18:50,2,1,1,2009
6028,2009-01-02 09:21:43,2,1,1,2009
6043,2009-01-02 09:22:10,2,1,1,2009
6055,2009-01-02 09:22:13,2,1,1,2009
6070,2009-01-02 09:25:56,2,1,1,2009
6112,2009-01-02 09:27:06,2,1,1,2009
6142,2009-01-02 09:28:05,2,1,1,2009
6175,2009-01-02 09:28:18,2,1,1,2009
6181,2009-01-02 09:31:46,2,1,1,2009
6193,2009-01-02 09:33:15,2,1,1,2009
6199,2009-01-02 09:34:40,2,1,1,2009
6232,2009-01-02 09:39:42,2,1,1,2009
6241,2009-01-02 09:40:09,2,1,1,2009
6247,2009-01-02 09:43:42,2,1,1,2009
6268,2009-01-02 09:45:27,2,1,1,2009
6283,2009-01-02 09:50:09,2,1,1,2009
6295,2009-01-02 09:50:51,2,1,1,2009
6313,2009-01-02 09:53:48,2,1,1,2009
6322,2009-01-02 09:55:51,2,1,1,2009
6355,2009-01-02 09:58:54,2,1,1,2009
6367,2009-01-02 09:59:02,2,1,1,2009
6379,2009-01-02 10:02:27,2,1,1,2009
6385,2009-01-02 10:04:28,2,1,1,2009
6397,2009-01-02 10:04:30,2,1,1,2009
6409,2009-01-02 10:05:54,2,1,1,2009
6418,2009-01-02 10:08:37,2,1,1,2009
6448,2009-01-02 10:08:43,2,1,1,2009
6457,2009-01-02 10:15:41,2,1,1,2009
6490,2009-01-02 10:16:17,2,1,1,2009
6529,2009-01-02 10:16:39,2,1,1,2009
6538,2009-01-02 10:22:24,2,1,1,2009
6553,2009-01-02 10:25:56,2,1,1,2009
6577,2009-01-02 10:26:28,2,1,1,2009
6604,2009-01-02 10:26:47,2,1,1,2009
6628,2009-01-02 10:27:37,2,1,1,2009
6685,2009-01-02 10:28:46,2,1,1,2009
6700,2009-01-02 10:29:58,2,1,1,2009
6739,2009-01-02 10:31:56,2,1,1,2009
6775,2009-01-02 10:33:39,2,1,1,2009
6793,2009-01-02 10:34:23,2,1,1,2009
6829,2009-01-02 10:37:07,2,1,1,2009
6838,2009-01-02 10:39:45,2,1,1,2009
6847,2009-01-02 10:41:28,2,1,1,2009
6883,2009-01-02 10:43:17,2,1,1,2009
6910,2009-01-02 10:43:34,2,1,1,2009
6922,2009-01-02 10:43:59,2,1,1,2009
6937,2009-01-02 10:45:09,2,1,1,2009
6958,2009-01-02 10:48:28,2,1,1,2009
6982,2009-01-02 10:51:17,2,1,1,2009
7042,2009-01-02 10:52:56,2,1,1,2009
7054,2009-01-02 10:53:57,2,1,1,2009
7066,2009-01-02 10:56:20,2,1,1,2009
7099,2009-01-02 10:57:50,2,1,1,2009
7123,2009-01-02 10:58:09,2,1,1,2009
7132,2009-01-02 10:58:45,2,1,1,2009
7147,2009-01-02 11:03:25,2,1,1,2009
7159,2009-01-02 11:05:08,2,1,1,2009
7174,2009-01-02 11:07:28,2,1,1,2009
7228,2009-01-02 11:07:40,2,1,1,2009
7237,2009-01-02 11:08:55,2,1,1,2009
7249,2009-01-02 11:15:58,2,1,1,2009
7282,2009-01-02 11:16:31,2,1,1,2009
7294,2009-01-02 11:17:17,2,1,1,2009
7303,2009-01-02 11:18:39,2,1,1,2009
7327,2009-01-02 11:21:35,2,1,1,2009
7348,2009-01-02 11:25:11,2,1,1,2009
7372,2009-01-02 11:25:51,2,1,1,2009
7384,2009-01-02 11:26:17,2,1,1,2009
7396,2009-01-02 11:33:34,2,1,1,2009
7408,2009-01-02 11:33:46,2,1,1,2009
7432,2009-01-02 11:35:15,2,1,1,2009
7474,2009-01-02 11:36:36,2,1,1,2009
7483,2009-01-02 11:37:32,2,1,1,2009
7489,2009-01-02 11:44:34,2,1,1,2009
7504,2009-01-02 11:45:52,2,1,1,2009
7513,2009-01-02 11:49:05,2,1,1,2009
7564,2009-01-02 11:49:37,2,1,1,2009
7573,2009-01-02 11:50:14,2,1,1,2009
7597,2009-01-02 11:50:51,2,1,1,2009
7606,2009-01-02 11:51:48,2,1,1,2009
7618,2009-01-02 11:55:35,2,1,1,2009
7624,2009-01-02 11:55:53,2,1,1,2009
7639,2009-01-02 11:59:44,2,1,1,2009
7660,2009-01-02 13:02:38,2,1,1,2009
7675,2009-01-02 13:05:50,2,1,1,2009
7684,2009-01-02 13:14:51,2,1,1,2009
7696,2009-01-02 13:17:28,2,1,1,2009
7711,2009-01-02 13:27:17,2,1,1,2009
7717,2009-01-02 13:29:17,2,1,1,2009
7777,2009-01-02 13:47:57,2,1,1,2009
7792,2009-01-02 13:48:23,2,1,1,2009
7810,2009-01-02 13:49:48,2,1,1,2009
7846,2009-01-02 13:51:07,2,1,1,2009
7855,2009-01-02 13:52:44,2,1,1,2009
7870,2009-01-02 13:53:08,2,1,1,2009
7906,2009-01-02 13:54:56,2,1,1,2009
7972,2009-01-02 13:58:58,2,1,1,2009
8026,2009-01-02 14:03:53,2,1,1,2009
8059,2009-01-02 14:12:38,2,1,1,2009
8065,2009-01-02 14:14:27,2,1,1,2009
8107,2009-01-02 14:16:28,2,1,1,2009
8140,2009-01-02 14:19:45,2,1,1,2009
8155,2009-01-02 14:21:27,2,1,1,2009
8176,2009-01-02 14:24:38,2,1,1,2009
8188,2009-01-02 14:27:17,2,1,1,2009
8215,2009-01-02 14:35:43,2,1,1,2009
8236,2009-01-02 14:38:38,2,1,1,2009
8254,2009-01-02 14:39:56,2,1,1,2009
8263,2009-01-02 14:42:27,2,1,1,2009
8278,2009-01-02 14:43:09,2,1,1,2009
8317,2009-01-02 14:45:25,2,1,1,2009
8323,2009-01-02 14:45:42,2,1,1,2009
8335,2009-01-02 14:47:12,2,1,1,2009
8350,2009-01-02 14:48:22,2,1,1,2009
8371,2009-01-02 14:49:37,2,1,1,2009
8389,2009-01-02 14:51:45,2,1,1,2009
8401,2009-01-02 14:59:01,2,1,1,2009
8437,2009-01-02 15:07:18,2,1,1,2009
8476,2009-01-02 15:08:53,2,1,1,2009
8488,2009-01-02 15:09:42,2,1,1,2009
8509,2009-01-02 15:11:53,2,1,1,2009
8533,2009-01-02 15:14:52,2,1,1,2009
8551,2009-01-02 15:16:07,2,1,1,2009
8569,2009-01-02 15:17:16,2,1,1,2009
8584,2009-01-02 15:17:55,2,1,1,2009
8590,2009-01-02 15:17:59,2,1,1,2009
8608,2009-01-02 15:19:12,2,1,1,2009
8614,2009-01-02 15:19:31,2,1,1,2009
8662,2009-01-02 15:20:13,2,1,1,2009
8677,2009-01-02 15:21:37,2,1,1,2009
8683,2009-01-02 15:22:54,2,1,1,2009
8698,2009-01-02 15:23:34,2,1,1,2009
8773,2009-01-02 15:25:22,2,1,1,2009
8800,2009-01-02 15:32:37,2,1,1,2009
8818,2009-01-02 15:32:57,2,1,1,2009
8836,2009-01-02 15:33:09,2,1,1,2009
8854,2009-01-02 15:34:15,2,1,1,2009
8860,2009-01-02 15:35:32,2,1,1,2009
8890,2009-01-02 15:37:45,2,1,1,2009
8938,2009-01-02 15:42:09,2,1,1,2009
8968,2009-01-02 15:42:56,2,1,1,2009
8983,2009-01-02 15:44:09,2,1,1,2009
9013,2009-01-02 15:46:13,2,1,1,2009
9028,2009-01-02 15:47:25,2,1,1,2009
9034,2009-01-02 15:54:09,2,1,1,2009
9040,2009-01-02 15:55:19,2,1,1,2009
9058,2009-01-02 15:56:34,2,1,1,2009
9070,2009-01-02 15:56:51,2,1,1,2009
9103,2009-01-02 15:57:26,2,1,1,2009
9121,2009-01-02 15:58:52,2,1,1,2009
9139,2009-01-02 15:59:25,2,1,1,2009
9145,2009-01-02 16:04:11,2,1,1,2009
9151,2009-01-02 16:07:30,2,1,1,2009
9166,2009-01-02 16:15:33,2,1,1,2009
9193,2009-01-02 16:17:04,2,1,1,2009
9211,2009-01-02 16:17:05,2,1,1,2009
9220,2009-01-02 16:24:03,2,1,1,2009
9232,2009-01-02 16:27:27,2,1,1,2009
9244,2009-01-02 16:29:47,2,1,1,2009
9280,2009-01-02 16:29:49,2,1,1,2009
9322,2009-01-02 16:32:42,2,1,1,2009
9349,2009-01-02 16:32:54,2,1,1,2009
9388,2009-01-02 16:33:12,2,1,1,2009
9394,2009-01-02 16:33:59,2,1,1,2009
9406,2009-01-02 16:34:23,2,1,1,2009
9430,2009-01-02 16:36:11,2,1,1,2009
9466,2009-01-02 16:37:36,2,1,1,2009
9517,2009-01-02 16:40:23,2,1,1,2009
9529,2009-01-02 16:40:57,2,1,1,2009
9547,2009-01-02 16:50:55,2,1,1,2009
9559,2009-01-02 16:56:29,2,1,1,2009
9574,2009-01-02 16:58:22,2,1,1,2009
9595,2009-01-02 16:58:24,2,1,1,2009
9637,2009-01-02 17:04:29,2,1,1,2009
9661,2009-01-02 17:05:56,2,1,1,2009
9670,2009-01-02 17:06:02,2,1,1,2009
9688,2009-01-02 17:06:46,2,1,1,2009
9721,2009-01-02 17:13:19,2,1,1,2009
9778,2009-01-02 17:14:05,2,1,1,2009
9796,2009-01-02 17:14:37,2,1,1,2009
9829,2009-01-02 17:16:16,2,1,1,2009
9841,2009-01-02 17:20:25,2,1,1,2009
9901,2009-01-02 17:23:21,2,1,1,2009
9907,2009-01-02 17:24:55,2,1,1,2009
9940,2009-01-02 17:25:40,2,1,1,2009
9973,2009-01-02 17:30:12,2,1,1,2009
9985,2009-01-02 17:30:44,2,1,1,2009
9994,2009-01-02 17:30:52,2,1,1,2009
10009,2009-01-02 17:34:20,2,1,1,2009
10063,2009-01-02 17:34:33,2,1,1,2009
10087,2009-01-02 17:35:39,2,1,1,2009
10102,2009-01-02 17:38:10,2,1,1,2009
10117,2009-01-02 17:38:58,2,1,1,2009
10141,2009-01-02 17:47:57,2,1,1,2009
10165,2009-01-02 17:49:59,2,1,1,2009
10180,2009-01-02 17:52:45,2,1,1,2009
10198,2009-01-02 17:55:08,2,1,1,2009
10219,2009-01-02 17:56:16,2,1,1,2009
10231,2009-01-02 18:02:39,2,1,1,2009
10267,2009-01-02 18:06:22,2,1,1,2009
10285,2009-01-02 18:11:40,2,1,1,2009
10291,2009-01-02 18:16:49,2,1,1,2009
10300,2009-01-02 18:17:49,2,1,1,2009
10333,2009-01-02 18:19:03,2,1,1,2009
10345,2009-01-02 18:21:36,2,1,1,2009
10420,2009-01-02 18:24:21,2,1,1,2009
10435,2009-01-02 18:26:50,2,1,1,2009
10453,2009-01-02 18:29:56,2,1,1,2009
10480,2009-01-02 18:30:19,2,1,1,2009
10501,2009-01-02 18:35:09,2,1,1,2009
10531,2009-01-02 18:35:10,2,1,1,2009
10558,2009-01-02 18:35:55,2,1,1,2009
10594,2009-01-02 18:39:32,2,1,1,2009
10603,2009-01-02 18:40:52,2,1,1,2009
10630,2009-01-02 18:41:12,2,1,1,2009
10642,2009-01-02 18:49:46,2,1,1,2009
10648,2009-01-02 19:03:11,2,1,1,2009
10666,2009-01-02 19:09:06,2,1,1,2009
10684,2009-01-02 19:10:37,2,1,1,2009
10699,2009-01-02 19:13:06,2,1,1,2009
10729,2009-01-02 19:19:18,2,1,1,2009
10735,2009-01-02 19:19:53,2,1,1,2009
10747,2009-01-02 19:22:45,2,1,1,2009
10762,2009-01-02 19:24:21,2,1,1,2009
10792,2009-01-02 19:26:22,2,1,1,2009
10822,2009-01-02 19:26:57,2,1,1,2009
10840,2009-01-02 19:36:16,2,1,1,2009
10876,2009-01-02 19:39:27,2,1,1,2009
10897,2009-01-02 19:41:16,2,1,1,2009
10927,2009-01-02 19:43:45,2,1,1,2009
10936,2009-01-02 19:44:37,2,1,1,2009
10951,2009-01-02 19:45:40,2,1,1,2009
10966,2009-01-02 19:52:27,2,1,1,2009
11020,2009-01-02 19:52:47,2,1,1,2009
11029,2009-01-02 19:53:49,2,1,1,2009
11035,2009-01-02 19:56:52,2,1,1,2009
11089,2009-01-02 19:58:13,2,1,1,2009
11113,2009-01-02 20:02:22,2,1,1,2009
11134,2009-01-02 20:02:30,2,1,1,2009
11149,2009-01-02 20:04:48,2,1,1,2009
11179,2009-01-02 20:06:20,2,1,1,2009
11188,2009-01-02 20:06:49,2,1,1,2009
11215,2009-01-02 20:26:19,2,1,1,2009
11221,2009-01-02 20:27:34,2,1,1,2009
11239,2009-01-02 20:42:06,2,1,1,2009
11260,2009-01-02 20:44:41,2,1,1,2009
11278,2009-01-02 20:54:35,2,1,1,2009
11350,2009-01-02 20:55:53,2,1,1,2009
11368,2009-01-02 20:56:12,2,1,1,2009
11389,2009-01-02 20:58:31,2,1,1,2009
11407,2009-01-03 00:06:52,3,1,1,2009
11416,2009-01-03 00:08:09,3,1,1,2009
11425,2009-01-03 00:21:50,3,1,1,2009
11455,2009-01-03 00:25:38,3,1,1,2009
11467,2009-01-03 00:31:39,3,1,1,2009
11503,2009-01-03 00:38:53,3,1,1,2009
11524,2009-01-03 00:40:08,3,1,1,2009
11548,2009-01-03 00:47:22,3,1,1,2009
11554,2009-01-03 00:49:42,3,1,1,2009
11587,2009-01-03 00:50:11,3,1,1,2009
11638,2009-01-03 00:56:06,3,1,1,2009
